0	0
0	1
0	2
0	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
1	49
1	50
1	51
1	52
1	53
1	54
1	55
1	56
1	57
1	58
1	59
1	60
1	61
1	62
1	63
1	64
1	65
1	66
1	67
1	68
1	69
1	70
1	71
1	72
1	73
1	74
1	75
1	76
1	77
1	78
1	79
1	80
1	81
1	82
1	83
1	84
1	85
1	86
1	87
1	88
1	89
1	90
1	91
1	92
1	93
1	94
1	95
1	96
1	97
1	98
1	99
1	100
1	101
1	102
1	103
1	104
1	105
1	106
1	107
1	108
1	109
1	110
1	111
1	112
1	113
1	114
1	115
1	116
1	117
1	118
1	119
1	120
1	121
1	122
1	123
1	124
1	125
1	126
1	127
1	128
1	129
1	130
1	131
1	132
1	133
1	134
1	135
1	136
1	137
1	138
1	139
1	140
1	141
1	142
1	143
1	144
1	145
1	146
1	147
1	148
1	149
1	150
1	151
1	152
1	153
1	154
1	155
1	156
1	157
1	158
1	159
1	160
1	161
1	162
1	163
1	164
4	20
4	22
4	24
4	26
4	28
4	30
4	32
4	34
4	36
4	38
4	40
4	41
4	43
4	44
4	46
4	48
4	49
4	51
4	52
4	54
4	55
4	56
4	57
4	58
4	60
4	62
4	64
4	65
4	66
4	68
4	70
4	71
4	72
4	73
4	76
4	77
4	79
4	80
4	83
4	84
4	86
4	88
4	89
4	91
4	92
4	94
4	96
4	98
4	100
4	103
4	104
4	106
4	108
4	110
4	112
4	114
4	115
4	116
4	118
4	120
4	122
4	123
4	124
4	126
4	127
4	128
4	130
4	131
4	132
4	134
4	136
4	138
4	139
4	140
4	142
4	143
4	144
4	146
4	147
4	148
4	150
4	151
4	152
4	154
4	156
4	158
4	159
4	160
4	162
4	163
4	164
3	37
3	39
3	42
3	45
3	47
3	50
3	53
3	59
3	61
3	63
3	67
3	69
3	74
3	75
3	78
3	81
3	82
3	85
3	87
3	90
3	93
3	95
3	97
3	99
3	101
3	102
3	105
3	107
3	109
3	111
3	113
3	117
3	119
3	121
3	125
3	129
3	133
3	135
3	137
3	141
3	145
3	149
3	153
3	155
3	157
3	161
