0	0
0	1
0	2
0	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
1	49
1	50
1	51
1	52
1	53
1	54
1	55
1	56
1	57
1	58
1	59
1	60
1	61
1	62
1	63
1	64
1	67
1	68
1	69
1	70
1	71
1	72
1	73
1	74
1	75
1	76
1	77
1	78
1	79
1	80
1	81
1	82
1	83
1	84
1	85
1	86
1	87
1	88
1	89
1	90
1	91
1	92
1	93
1	94
1	95
1	96
1	99
1	100
1	101
1	102
1	103
1	104
1	105
1	106
1	107
1	108
1	109
1	110
1	111
1	112
1	113
1	114
1	115
1	116
1	117
1	118
1	119
1	120
1	121
1	122
1	123
1	124
1	125
1	126
1	127
1	128
1	131
1	132
1	133
1	134
1	135
1	136
1	137
1	138
1	139
1	140
1	141
1	142
1	143
1	144
1	145
1	146
1	147
1	148
1	149
1	150
1	151
1	152
1	153
1	154
1	155
1	156
1	157
1	158
1	159
1	160
1	163
1	164
1	165
1	166
1	167
1	168
1	169
1	170
1	171
1	172
1	173
1	174
1	175
1	176
1	177
1	178
1	179
1	180
1	181
1	182
1	183
1	184
1	185
1	186
1	187
1	188
1	189
1	190
1	191
1	192
1	195
1	196
1	197
1	198
1	199
1	200
1	201
1	202
1	203
1	204
1	205
1	206
1	207
1	208
1	209
1	210
1	211
1	212
1	213
1	214
1	215
1	216
1	217
1	218
1	219
1	220
1	221
1	222
1	223
1	224
1	225
1	226
1	227
1	228
1	229
1	230
1	231
1	232
1	233
1	234
1	235
1	236
1	237
1	238
1	239
1	240
1	241
1	242
1	243
1	244
1	245
1	246
1	247
1	248
1	249
1	250
1	251
1	252
1	253
1	254
1	255
1	256
1	259
1	260
1	261
1	262
1	263
1	264
1	265
1	266
1	267
1	268
1	269
1	270
1	271
1	272
1	273
1	274
1	275
1	276
1	277
1	278
1	279
1	280
1	281
1	282
1	283
1	284
1	285
1	286
1	287
1	288
1	289
1	290
1	291
1	292
1	293
1	294
1	295
1	296
1	297
1	298
1	299
1	300
1	301
1	302
1	303
1	304
1	305
1	306
1	307
1	308
1	309
1	310
1	311
1	312
1	313
1	314
1	315
1	316
1	317
1	318
1	319
1	320
1	323
4	4
4	8
4	12
4	16
4	20
4	24
4	28
4	34
4	36
4	40
4	44
4	48
4	52
4	56
4	60
4	64
4	67
4	68
4	71
4	73
4	76
4	79
4	81
4	84
4	87
4	89
4	92
4	96
4	99
4	100
4	103
4	104
4	108
4	111
4	113
4	116
4	119
4	121
4	124
4	128
4	131
4	132
4	136
4	140
4	143
4	144
4	148
4	151
4	152
4	156
4	160
4	163
4	164
4	168
4	172
4	176
4	180
4	184
4	188
4	192
4	195
4	196
4	200
4	204
4	207
4	208
4	212
4	216
4	220
4	223
4	224
4	228
4	232
4	236
4	239
4	240
4	244
4	248
4	252
4	256
4	259
4	260
4	264
4	268
4	271
4	272
4	276
4	280
4	284
4	287
4	288
4	292
4	296
4	300
4	303
4	304
4	308
4	312
4	316
4	320
4	323
3	32
3	35
3	38
3	42
3	46
3	50
3	54
3	58
3	62
3	65
3	70
3	74
3	78
3	82
3	86
3	90
3	94
3	97
3	102
3	106
3	110
3	114
3	118
3	122
3	126
3	129
3	142
3	146
3	150
3	154
3	158
3	161
3	166
3	169
3	174
3	178
3	182
3	186
3	190
3	193
3	198
3	201
3	206
3	210
3	214
3	218
3	222
3	226
3	230
3	234
3	238
3	242
3	246
3	250
3	254
3	257
3	262
3	265
3	270
3	274
3	278
3	282
3	286
3	290
3	294
3	298
3	302
3	306
3	310
3	314
3	318
3	321
2	33
2	66
2	98
2	130
2	162
2	194
2	258
2	322
